n,permutation,r_orb,a_coefficients,b_coefficients,alpha
9,012564837,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012564873,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012567348,0,0-0-0-0-0-0-8-17-7-0,0-0-0-0-0-0-8-18-9-1,8-17-7
9,012567384,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012567438,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012567483,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012567834,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012567843,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012568347,0,0-0-0-0-0-0-3-8-4-0,0-0-0-0-0-0-3-8-6-1,3-8-4
9,012568374,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012568437,0,0-0-0-0-0-0-2-5-2-0,0-0-0-0-0-0-2-5-4-1,2-5-2
9,012568473,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012568734,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012568743,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012573468,0,0-0-0-0-0-0-9-17-7-0,0-0-0-0-0-0-9-18-9-1,9-17-7
9,012573486,0,0-0-0-0-0-0-3-8-5-0,0-0-0-0-0-0-3-8-6-1,3-8-5
9,012573648,1,0-0-0-0-0-0-4-9-5-1,0-0-0-0-0-0-4-9-5-1,4-9-5
9,012573684,1,0-0-0-0-0-0-3-7-4-1,0-0-0-0-0-0-3-7-5-1,3-7-4
9,012573846,1,0-0-0-0-0-0-2-6-6-1,0-0-0-0-0-0-2-6-6-1,2-6-6
9,012573864,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012574368,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,012574386,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012574638,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,012574683,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,012574836,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012574863,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012576348,1,0-0-0-0-0-0-3-8-5-1,0-0-0-0-0-0-3-8-5-1,3-8-5
9,012576384,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012576438,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012576483,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012576834,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012576843,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012578346,0,0-0-0-0-0-0-2-6-6-0,0-0-0-0-0-0-2-6-6-1,2-6-6
9,012578364,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012578436,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012578463,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012578634,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012578643,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012583467,0,0-0-0-0-0-0-8-15-5-0,0-0-0-0-0-0-8-16-9-1,8-15-5
9,012583476,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012583647,1,0-0-0-0-0-0-3-7-4-1,0-0-0-0-0-0-3-7-5-1,3-7-4
9,012583674,1,0-0-0-0-0-0-2-5-2-1,0-0-0-0-0-0-2-5-4-1,2-5-2
9,012583746,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012584367,0,0-0-0-0-0-0-3-6-2-0,0-0-0-0-0-0-3-6-4-1,3-6-2
9,012584637,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012584673,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012586347,0,0-0-0-0-0-0-2-6-5-0,0-0-0-0-0-0-2-6-5-1,2-6-5
9,012586374,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012586437,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012586473,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012586734,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012586743,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012587346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012634578,1,0-0-0-0-0-0-29-28-1-1,0-0-0-0-0-0-29-36-9-1,29-28-1
9,012634587,0,0-0-0-0-0-0-13-19-6-0,0-0-0-0-0-0-13-21-9-1,13-19-6
9,012634758,1,0-0-0-0-0-0-14-20-6-1,0-0-0-0-0-0-14-22-9-1,14-20-6
9,012634785,0,0-0-0-0-0-0-9-16-3-0,0-0-0-0-0-0-9-17-9-1,9-16-3
9,012634857,0,0-0-0-0-0-0-8-15-6-0,0-0-0-0-0-0-8-16-9-1,8-15-6
9,012634875,0,0-0-0-0-0-0-3-6-2-0,0-0-0-0-0-0-3-6-4-1,3-6-2
9,012635478,1,0-0-0-0-0-0-14-19-7-1,0-0-0-0-0-0-14-21-9-1,14-19-7
9,012635487,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,012635748,1,0-0-0-0-0-0-9-16-8-1,0-0-0-0-0-0-9-17-9-1,9-16-8
9,012635784,0,0-0-0-0-0-0-8-15-6-0,0-0-0-0-0-0-8-16-9-1,8-15-6
9,012635847,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,012635874,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012637458,1,0-0-0-0-0-0-9-17-8-1,0-0-0-0-0-0-9-18-9-1,9-17-8
9,012637485,1,0-0-0-0-0-0-4-9-4-1,0-0-0-0-0-0-4-9-6-1,4-9-4
9,012637548,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,012637584,1,0-0-0-0-0-0-3-7-4-1,0-0-0-0-0-0-3-7-5-1,3-7-4
9,012637845,0,0-0-0-0-0-0-3-8-4-0,0-0-0-0-0-0-3-8-6-1,3-8-4
9,012637854,0,0-0-0-0-0-0-2-5-2-0,0-0-0-0-0-0-2-5-4-1,2-5-2
9,012638457,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012638475,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012638547,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012638574,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012638745,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012643578,0,0-0-0-0-0-0-14-19-6-0,0-0-0-0-0-0-14-21-9-1,14-19-6
9,012643587,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,012643758,1,0-0-0-0-0-0-5-9-5-1,0-0-0-0-0-0-5-9-5-1,5-9-5
9,012643785,0,0-0-0-0-0-0-3-6-2-0,0-0-0-0-0-0-3-6-4-1,3-6-2
9,012643857,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012645378,0,0-0-0-0-0-0-9-15-7-0,0-0-0-0-0-0-9-16-9-1,9-15-7
9,012645387,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012645738,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,012645783,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,012645837,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012645873,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012647358,1,0-0-0-0-0-0-4-9-5-1,0-0-0-0-0-0-4-9-5-1,4-9-5
9,012647385,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012647538,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,012647583,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,012647835,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012647853,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012648357,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012648537,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012648573,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012653478,0,0-0-0-0-0-0-9-15-7-0,0-0-0-0-0-0-9-16-9-1,9-15-7
9,012653487,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012653748,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,012653784,0,0-0-0-0-0-0-3-6-2-0,0-0-0-0-0-0-3-6-4-1,3-6-2
9,012653847,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012654378,1,0-0-0-0-0-0-4-6-4-1,0-0-0-0-0-0-4-6-4-1,4-6-4
9,012654738,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,012654783,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,012657348,0,0-0-0-0-0-0-3-8-5-0,0-0-0-0-0-0-3-8-5-1,3-8-5
9,012657384,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012657438,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012657483,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012657834,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012657843,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012658347,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012673458,0,0-0-0-0-0-0-8-17-7-0,0-0-0-0-0-0-8-18-9-1,8-17-7
9,012673485,0,0-0-0-0-0-0-3-8-4-0,0-0-0-0-0-0-3-8-6-1,3-8-4
9,012673548,1,0-0-0-0-0-0-3-8-5-1,0-0-0-0-0-0-3-8-5-1,3-8-5
9,012673584,0,0-0-0-0-0-0-2-6-5-0,0-0-0-0-0-0-2-6-5-1,2-6-5
9,012673845,0,0-0-0-0-0-0-2-6-6-0,0-0-0-0-0-0-2-6-6-1,2-6-6
9,012673854,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012674358,0,0-0-0-0-0-0-3-8-5-0,0-0-0-0-0-0-3-8-5-1,3-8-5
9,012674385,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012674538,1,0-0-0-0-0-0-2-6-5-1,0-0-0-0-0-0-2-6-5-1,2-6-5
9,012674583,1,0-0-0-0-0-0-2-6-5-1,0-0-0-0-0-0-2-6-5-1,2-6-5
9,012674835,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012674853,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012675348,1,0-0-0-0-0-0-2-6-5-1,0-0-0-0-0-0-2-6-5-1,2-6-5
9,012675384,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012675438,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012675483,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012675834,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012675843,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012678345,1,0-0-0-0-0-0-2-6-6-1,0-0-0-0-0-0-2-6-6-1,2-6-6
9,012678354,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012678435,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012678453,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012678534,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012678543,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012683457,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012683475,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012683547,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012683574,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012683745,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012684357,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012684537,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012684573,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012685347,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012687345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012734568,1,0-0-0-0-0-0-28-28-1-1,0-0-0-0-0-0-28-36-9-1,28-28-1
9,012734586,0,0-0-0-0-0-0-13-19-0-0,0-0-0-0-0-0-13-21-9-1,13-19-0
9,012734658,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,012734685,0,0-0-0-0-0-0-8-15-6-0,0-0-0-0-0-0-8-16-9-1,8-15-6
9,012734856,0,0-0-0-0-0-0-8-15-5-0,0-0-0-0-0-0-8-16-9-1,8-15-5
9,012734865,0,0-0-0-0-0-0-3-6-2-0,0-0-0-0-0-0-3-6-4-1,3-6-2
9,012735468,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,012735486,0,0-0-0-0-0-0-4-8-3-0,0-0-0-0-0-0-4-8-5-1,4-8-3
9,012735648,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,012735684,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012735846,1,0-0-0-0-0-0-3-7-4-1,0-0-0-0-0-0-3-7-5-1,3-7-4
9,012735864,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012736458,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,012736485,1,0-0-0-0-0-0-3-7-4-1,0-0-0-0-0-0-3-7-5-1,3-7-4
9,012736548,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,012736584,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012736845,0,0-0-0-0-0-0-2-6-5-0,0-0-0-0-0-0-2-6-5-1,2-6-5
9,012736854,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012738456,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012738465,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012738546,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012738564,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012738645,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012743568,0,0-0-0-0-0-0-13-19-6-0,0-0-0-0-0-0-13-21-9-1,13-19-6
9,012743586,0,0-0-0-0-0-0-4-8-3-0,0-0-0-0-0-0-4-8-5-1,4-8-3
9,012743658,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,012743685,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012743856,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012745368,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,012745386,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012745638,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012745683,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012745836,1,0-0-0-0-0-0-2-5-2-1,0-0-0-0-0-0-2-5-4-1,2-5-2
9,012745863,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012746358,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,012746385,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012746538,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012746583,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012746835,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012746853,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012748356,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012748536,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012748563,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012753468,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,012753486,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012753648,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,012753684,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012753846,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012754368,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,012754638,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012754683,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012756348,1,0-0-0-0-0-0-2-6-5-1,0-0-0-0-0-0-2-6-5-1,2-6-5
9,012756384,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012756438,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012756483,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012756834,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012756843,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012758346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012763458,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012763485,0,0-0-0-0-0-0-2-5-2-0,0-0-0-0-0-0-2-5-4-1,2-5-2
9,012763548,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012763584,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012763845,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012764358,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012764538,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012764583,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012765348,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012768345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012783456,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012783465,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012783546,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012783564,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012783645,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012784356,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012784536,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012784563,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012785346,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012786345,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012834567,1,0-0-0-0-0-0-28-28-1-1,0-0-0-0-0-0-28-36-9-1,28-28-1
9,012834576,0,0-0-0-0-0-0-13-19-6-0,0-0-0-0-0-0-13-21-9-1,13-19-6
9,012834657,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,012834675,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,012834756,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,012834765,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,012835467,1,0-0-0-0-0-0-13-19-7-1,0-0-0-0-0-0-13-21-9-1,13-19-7
9,012835476,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,012835647,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,012835674,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012835746,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,012835764,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012836457,1,0-0-0-0-0-0-8-15-8-1,0-0-0-0-0-0-8-16-9-1,8-15-8
9,012836475,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
9,012836547,1,0-0-0-0-0-0-3-6-4-1,0-0-0-0-0-0-3-6-4-1,3-6-4
9,012836574,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012836745,1,0-0-0-0-0-0-2-6-5-1,0-0-0-0-0-0-2-6-5-1,2-6-5
9,012836754,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012837456,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012837465,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012837546,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012837564,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012837645,1,0-0-0-0-0-0-1-3-3-1,0-0-0-0-0-0-1-3-3-1,1-3-3
9,012843567,0,0-0-0-0-0-0-13-19-6-0,0-0-0-0-0-0-13-21-9-1,13-19-6
9,012843576,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,012843657,1,0-0-0-0-0-0-4-8-5-1,0-0-0-0-0-0-4-8-5-1,4-8-5
9,012843675,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012843756,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012845367,0,0-0-0-0-0-0-8-15-7-0,0-0-0-0-0-0-8-16-9-1,8-15-7
9,012845376,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012845637,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012845673,0,0-0-0-0-0-0-7-14-7-0,0-0-0-0-0-0-7-15-9-1,7-14-7
9,012845736,0,0-0-0-0-0-0-2-5-3-0,0-0-0-0-0-0-2-5-4-1,2-5-3
9,012845763,1,0-0-0-0-0-0-2-5-4-1,0-0-0-0-0-0-2-5-4-1,2-5-4
9,012846357,1,0-0-0-0-0-0-3-7-5-1,0-0-0-0-0-0-3-7-5-1,3-7-5
